name,fullName,parkCode,parkID,designation,description,latitude,longitude,city,stateCode,postalCode,exceptionType,startDate,endDate
Moores Creek,Moores Creek National Battlefield,mocr,617A3B73-D7CD-449D-8E27-41DE3BF149A6,National Battlefield,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.",34.45820776,-78.11031134,Currie,NC,28435,Labor Day,2026-09-07,2026-09-07
Morristown,Morristown National Historical Park,morr,D68D9424-CD32-434F-88BF-3069ADFB2744,National Historical Park,"Morristown National Historical Park commemorates the sites of General Washington and the Continental Army’s winter encampment from December 1779 to June 1780, where soldiers survived the coldest winter on record. The park also maintains a museum and library collection related to the encampments and to George Washington, as well as items from both pre- and post-Revolutionary America.",40.7650755,-74.53455122,Morristown,NJ,07960,Thanksgiving,2025-11-28,2025-11-28
Morristown,Morristown National Historical Park,morr,D68D9424-CD32-434F-88BF-3069ADFB2744,National Historical Park,"Morristown National Historical Park commemorates the sites of General Washington and the Continental Army’s winter encampment from December 1779 to June 1780, where soldiers survived the coldest winter on record. The park also maintains a museum and library collection related to the encampments and to George Washington, as well as items from both pre- and post-Revolutionary America.",40.7650755,-74.53455122,Morristown,NJ,07960,Christmas Day,2025-12-25,2025-12-25
Morristown,Morristown National Historical Park,morr,D68D9424-CD32-434F-88BF-3069ADFB2744,National Historical Park,"Morristown National Historical Park commemorates the sites of General Washington and the Continental Army’s winter encampment from December 1779 to June 1780, where soldiers survived the coldest winter on record. The park also maintains a museum and library collection related to the encampments and to George Washington, as well as items from both pre- and post-Revolutionary America.",40.7650755,-74.53455122,Morristown,NJ,07960,WInter hours,2025-12-29,2026-02-16
Morristown,Morristown National Historical Park,morr,D68D9424-CD32-434F-88BF-3069ADFB2744,National Historical Park,"Morristown National Historical Park commemorates the sites of General Washington and the Continental Army’s winter encampment from December 1779 to June 1780, where soldiers survived the coldest winter on record. The park also maintains a museum and library collection related to the encampments and to George Washington, as well as items from both pre- and post-Revolutionary America.",40.7650755,-74.53455122,Morristown,NJ,07960,"Federal Holiday February 17, 2025 - Washington's Headquarters bulidings open",2026-02-17,2026-02-17
Morristown,Morristown National Historical Park,morr,D68D9424-CD32-434F-88BF-3069ADFB2744,National Historical Park,"Morristown National Historical Park commemorates the sites of General Washington and the Continental Army’s winter encampment from December 1779 to June 1780, where soldiers survived the coldest winter on record. The park also maintains a museum and library collection related to the encampments and to George Washington, as well as items from both pre- and post-Revolutionary America.",40.7650755,-74.53455122,Morristown,NJ,07960,Independence Day,2026-07-04,2026-07-04
Mount Rushmore,Mount Rushmore National Memorial,moru,5590468F-2446-4B46-A8C1-42505177C298,National Memorial,"Majestic figures of George Washington, Thomas Jefferson, Theodore Roosevelt and Abraham Lincoln, surrounded by the beauty of the Black Hills of South Dakota, tell the story of the birth, growth, development and preservation of this country. From the history of the first inhabitants to the diversity of America today, Mount Rushmore brings visitors face to face with the rich heritage we all share.",43.88037021,-103.4525186,Keystone,SD,57751,Mount Rushmore grounds - October 1 through March 9,2025-10-01,2026-03-09
Muir Woods,Muir Woods National Monument,muwo,126A6227-E39F-44F4-A279-B1EA257CBCDA,National Monument,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?",37.89658027,-122.5808047,Mill Valley,CA,94941,Early Spring,2026-03-09,2026-04-05
Muir Woods,Muir Woods National Monument,muwo,126A6227-E39F-44F4-A279-B1EA257CBCDA,National Monument,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?",37.89658027,-122.5808047,Mill Valley,CA,94941,Late Spring,2026-04-06,2026-05-23
Muir Woods,Muir Woods National Monument,muwo,126A6227-E39F-44F4-A279-B1EA257CBCDA,National Monument,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?",37.89658027,-122.5808047,Mill Valley,CA,94941,Summer,2026-05-24,2026-09-07
Muir Woods,Muir Woods National Monument,muwo,126A6227-E39F-44F4-A279-B1EA257CBCDA,National Monument,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?",37.89658027,-122.5808047,Mill Valley,CA,94941,Late Summer,2026-09-02,2026-10-04
Muir Woods,Muir Woods National Monument,muwo,126A6227-E39F-44F4-A279-B1EA257CBCDA,National Monument,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?",37.89658027,-122.5808047,Mill Valley,CA,94941,Fall,2026-10-05,2026-11-01
Natchez,Natchez National Historical Park,natc,259CE799-32C4-4CA9-BBDF-2F305018289C,National Historical Park,"Discover the history of all the peoples of Natchez, Mississippi, from European settlement, African enslavement, the American cotton economy, to the Civil Rights struggle on the lower Mississippi River.",31.54697621,-91.39040665,Natchez,MS,39120,Closed Thanksgiving Day,2025-11-27,2025-11-27
Natchez,Natchez National Historical Park,natc,259CE799-32C4-4CA9-BBDF-2F305018289C,National Historical Park,"Discover the history of all the peoples of Natchez, Mississippi, from European settlement, African enslavement, the American cotton economy, to the Civil Rights struggle on the lower Mississippi River.",31.54697621,-91.39040665,Natchez,MS,39120,Closed Christmas Day,2025-12-25,2025-12-25
Natchez,Natchez National Historical Park,natc,259CE799-32C4-4CA9-BBDF-2F305018289C,National Historical Park,"Discover the history of all the peoples of Natchez, Mississippi, from European settlement, African enslavement, the American cotton economy, to the Civil Rights struggle on the lower Mississippi River.",31.54697621,-91.39040665,Natchez,MS,39120,Closed New Year's Day,2026-01-01,2026-01-01
National Capital Parks-East,National Capital Parks-East,nace,BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,,"National Capital Parks — East invites you to explore more than 8,000 acres of scenic parkland, historic landmarks, and vibrant community spaces across Washington, D.C. and Maryland. From the riverside trails of Anacostia Park to the homes of American leaders like Frederick Douglass and Carter G. Woodson, each of our 17 nationally significant parks offers a distinct experience.",38.8659,-76.994,Washington,DC,20020,Dark Skies Bright Stars,2026-09-19,2026-09-19
National Capital Parks-East,National Capital Parks-East,nace,BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,,"National Capital Parks — East invites you to explore more than 8,000 acres of scenic parkland, historic landmarks, and vibrant community spaces across Washington, D.C. and Maryland. From the riverside trails of Anacostia Park to the homes of American leaders like Frederick Douglass and Carter G. Woodson, each of our 17 nationally significant parks offers a distinct experience.",38.8659,-76.994,Washington,DC,20020,Columbus Day,2026-10-13,2026-10-13
National Capital Parks-East,National Capital Parks-East,nace,BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,,"National Capital Parks — East invites you to explore more than 8,000 acres of scenic parkland, historic landmarks, and vibrant community spaces across Washington, D.C. and Maryland. From the riverside trails of Anacostia Park to the homes of American leaders like Frederick Douglass and Carter G. Woodson, each of our 17 nationally significant parks offers a distinct experience.",38.8659,-76.994,Washington,DC,20020,Columbus Day,2026-10-13,2026-10-13
National Capital Parks-East,National Capital Parks-East,nace,BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,,"National Capital Parks — East invites you to explore more than 8,000 acres of scenic parkland, historic landmarks, and vibrant community spaces across Washington, D.C. and Maryland. From the riverside trails of Anacostia Park to the homes of American leaders like Frederick Douglass and Carter G. Woodson, each of our 17 nationally significant parks offers a distinct experience.",38.8659,-76.994,Washington,DC,20020,Veterans Day,2025-11-11,2025-11-11
National Capital Parks-East,National Capital Parks-East,nace,BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,,"National Capital Parks — East invites you to explore more than 8,000 acres of scenic parkland, historic landmarks, and vibrant community spaces across Washington, D.C. and Maryland. From the riverside trails of Anacostia Park to the homes of American leaders like Frederick Douglass and Carter G. Woodson, each of our 17 nationally significant parks offers a distinct experience.",38.8659,-76.994,Washington,DC,20020,Thanksgiving Day,2025-11-27,2025-11-27
